table_schema|table_name|all_columns
master_data|reference_locations|location_ref_id, location_code, facility_name, address, coordinates, facility_type, operational_status
master_data|reference_assets|asset_ref_id, asset_category, asset_subcategory, depreciation_method, useful_life_years, maintenance_frequency
master_data|reference_security_roles|role_id, role_name, permission_level, system_access, data_classification, approval_required
master_data|reference_chart_accounts|account_id, account_number, account_name, account_type, parent_account, active_status, budget_category
master_data|reference_cost_centers|cost_center_id, cost_center_code, description, department, budget_holder, expense_categories
master_data|reference_workflow_states|state_id, workflow_name, state_name, state_order, transition_rules, approval_required, notification_list
staging|stg_social_media|social_id, platform, post_content, engagement_metrics, sentiment_score, processing_status, ingestion_timestamp
staging|stg_iot_sensors|sensor_data_id, device_id, sensor_type, measurement_value, measurement_unit, data_quality_flag, batch_processing_id
staging|stg_third_party_apis|api_data_id, api_source, endpoint_name, response_payload, status_code, processing_timestamp, validation_errors
staging|stg_file_uploads|upload_id, file_name, file_size, upload_timestamp, file_format, validation_status, processing_queue_position
staging|stg_real_time_streams|stream_id, data_source, message_content, partition_key, offset_position, processing_lag_ms, error_handling_status
